Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
N.A.,TAMPINES AVENUE,Retail,"1,150,000","1,937.52",594,Apr-24,Strata,180,"6,389",99 yrs lease commencing from 1953,18,-
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"10,420,000","4,305.6","2,420",Apr-24,Strata,400,"26,050",999 yrs lease commencing from 1829,06,B1 to B5
ORCHARD PLAZA,ORCHARD ROAD,Retail,"560,000",215.28,"2,601",Apr-24,Strata,20,"28,000",99 yrs lease commencing from 1977,09,01 to 05
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Retail,"600,000",333.68,"1,798",Apr-24,Strata,31,"19,355",99 yrs lease commencing from 1972,01,B1 to B5
ICON@CHANGI,CHANGI ROAD,Retail,"380,000",172.22,"2,206",Apr-24,Strata,16,"23,750",Freehold,14,B1 to B5
THE CITRON,MARNE ROAD,Retail,"802,220",473.62,"1,694",Apr-24,Strata,44,"18,232",Freehold,08,01 to 05
OXLEY TOWER,ROBINSON ROAD,Retail,"808,000",226.04,"3,575",Apr-24,Strata,21,"38,476",Freehold,01,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,840,000",914.94,"3,104",Apr-24,Strata,85,"33,412",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,839,000",914.94,"3,103",Mar-24,Strata,85,"33,400",Freehold,14,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"8,092,308","3,853.51","2,100",Mar-24,Strata,358,"22,604",99 yrs lease commencing from 1976,21,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,400,000",312.16,"7,688",Mar-24,Strata,29,"82,759",Freehold,09,01 to 05
N.A.,FLANDERS SQUARE,Retail,"1,550,000","1,410.08","1,099",Mar-24,Strata,131,"11,832",Freehold,08,-
KEMBANGAN PLAZA,JALAN MASJID,Retail,"3,000,000","1,205.57","2,488",Mar-24,Strata,112,"26,786",Freehold,14,01 to 05
THE ARCADE,COLLYER QUAY,Retail,"1,130,000",161.46,"6,999",Mar-24,Strata,15,"75,333",99 yrs lease commencing from 1979,01,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,320,000",139.93,"9,433",Mar-24,Strata,13,"101,538",Freehold,09,B1 to B5
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"2,129,600",968.76,"2,198",Mar-24,Strata,90,"23,662",99 yrs lease commencing from 1976,21,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"830,000",204.52,"4,058",Mar-24,Strata,19,"43,684",999 yrs lease commencing from 1829,06,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"300,000",107.64,"2,787",Mar-24,Strata,10,"30,000",Freehold,14,01 to 05
HOLLAND ROAD SHOPPING CENTRE,HOLLAND AVENUE,Retail,"3,400,000",785.77,"4,327",Mar-24,Strata,73,"46,575",Freehold,10,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"770,000",193.75,"3,974",Mar-24,Strata,18,"42,778",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,458,000",635.08,"3,870",Mar-24,Strata,59,"41,661",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,594,000",796.54,"3,257",Mar-24,Strata,74,"35,054",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"2,795,000",871.88,"3,206",Mar-24,Strata,81,"34,506",Freehold,14,01 to 05
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"531,000",269.1,"1,973",Mar-24,Strata,25,"21,240",Freehold,19,01 to 05
MILLAGE,CHANGI ROAD,Retail,"460,000",215.28,"2,137",Mar-24,Strata,20,"23,000",Freehold,14,B1 to B5
FAR EAST PLAZA,SCOTTS ROAD,Retail,"3,000,000",409.03,"7,334",Mar-24,Strata,38,"78,947",Freehold,09,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,133,846",473.62,"2,394",Mar-24,Strata,44,"25,769",99 yrs lease commencing from 1974,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,159,615",484.38,"2,394",Mar-24,Strata,45,"25,769",99 yrs lease commencing from 1974,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,056,538",441.32,"2,394",Mar-24,Strata,41,"25,769",99 yrs lease commencing from 1974,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,000,000",182.99,"5,465",Mar-24,Strata,17,"58,824",Freehold,09,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"1,430,000",441.32,"3,240",Mar-24,Strata,41,"34,878",99 yrs lease commencing from 1976,21,B1 to B5
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"490,000",139.93,"3,502",Mar-24,Strata,13,"37,692",Freehold,03,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"880,000",301.39,"2,920",Mar-24,Strata,28,"31,429",99 yrs lease commencing from 1976,21,B1 to B5
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,220,000",312.16,"3,908",Mar-24,Strata,29,"42,069",Freehold,15,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"376,700",376.74,"1,000",Mar-24,Strata,35,"10,763",99 yrs lease commencing from 1969,06,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"376,700",376.74,"1,000",Mar-24,Strata,35,"10,763",99 yrs lease commencing from 1969,06,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"376,700",376.74,"1,000",Mar-24,Strata,35,"10,763",99 yrs lease commencing from 1969,06,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"4,000,000","1,151.75","3,473",Feb-24,Strata,107,"37,383",99 yrs lease commencing from 1983,07,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,150,000",344.45,"3,339",Feb-24,Strata,32,"35,938",99 yrs lease commencing from 1983,07,B1 to B5
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,700,000",376.74,"4,512",Feb-24,Strata,35,"48,571",Freehold,09,01 to 05
THOMSON V ONE,SIN MING ROAD,Retail,"610,000",376.74,"1,619",Feb-24,Strata,35,"17,429",99 yrs lease commencing from 2001,20,B1 to B5
PAVILION SQUARE,GEYLANG ROAD,Retail,"900,000",182.99,"4,918",Feb-24,Strata,17,"52,941",Freehold,14,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"813,000",139.93,"5,810",Feb-24,Strata,13,"62,538",Freehold,09,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"495,000",215.28,"2,299",Feb-24,Strata,20,"24,750",Freehold,14,01 to 05
THE PLAZA,BEACH ROAD,Retail,"483,800",247.57,"1,954",Feb-24,Strata,23,"21,035",99 yrs lease commencing from 1968,07,B1 to B5
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"350,000",182.99,"1,913",Feb-24,Strata,17,"20,588",Freehold,19,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,380,000",398.27,"3,465",Feb-24,Strata,37,"37,297",999 yrs lease commencing from 1828,06,01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"925,000",344.45,"2,685",Feb-24,Strata,32,"28,906",99 yrs lease commencing from 2013,19,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"1,300,000",785.77,"1,654",Feb-24,Strata,73,"17,808",99 yrs lease commencing from 1974,07,01 to 05
PLUS,CECIL STREET,Retail,"4,008,513",818.06,"4,900",Feb-24,Strata,76,"52,744",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Retail,"2,637,180",548.96,"4,804",Feb-24,Strata,51,"51,709",99 yrs lease commencing from 1989,01,01 to 05
THOMSON V TWO,SIN MING ROAD,Retail,"550,000",182.99,"3,006",Jan-24,Strata,17,"32,353",Freehold,20,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"350,000",96.88,"3,613",Jan-24,Strata,9,"38,889",99 yrs lease commencing from 1970,01,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"650,765",387.5,"1,679",Jan-24,Strata,36,"18,077",99 yrs lease commencing from 1978,07,01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"1,370,000",236.81,"5,785",Jan-24,Strata,22,"62,273",99 yrs lease commencing from 1968,01,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"3,200,000",602.78,"5,309",Jan-24,Strata,56,"57,143",Freehold,09,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"430,000",182.99,"2,350",Jan-24,Strata,17,"25,294",Freehold,14,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"900,000",333.68,"2,697",Jan-24,Strata,31,"29,032",Freehold,15,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"10,500,000",688.9,"15,242",Jan-24,Strata,64,"164,063",Freehold,09,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"1,020,000",355.21,"2,872",Jan-24,Strata,33,"30,909",Freehold,08,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"390,000",247.57,"1,575",Jan-24,Strata,23,"16,957",99 yrs lease commencing from 1970,07,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"488,000",236.81,"2,061",Jan-24,Strata,22,"22,182",Freehold,19,01 to 05
MAPLE WOODS,BUKIT TIMAH ROAD,Retail,"1,160,000",592.02,"1,959",Jan-24,Strata,55,"21,091",Freehold,21,B1 to B5
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"11,000,000","2,669.47","4,121",Jan-24,Strata,248,"44,355",99 yrs lease commencing from 2013,12,01 to 05
TAI SENG POINT,IRVING PLACE,Retail,"870,000",150.7,"5,773",Jan-24,Strata,14,"62,143",Freehold,13,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"550,000",172.22,"3,194",Jan-24,Strata,16,"34,375",Freehold,03,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"1,500,000",839.59,"1,787",Jan-24,Strata,78,"19,231",Freehold,08,06 to 10
INTERNATIONAL PLAZA,ANSON ROAD,Retail,"242,000",75.35,"3,212",Jan-24,Strata,7,"34,571",99 yrs lease commencing from 1970,02,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"1,080,000",419.8,"2,573",Jan-24,Strata,39,"27,692",999 yrs lease commencing from 1883,21,01 to 05
FUYUEN COURT,SIMS AVENUE,Retail,"1,680,000",828.83,"2,027",Jan-24,Strata,77,"21,818",Freehold,14,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"7,325,333","3,261.49","2,246",Dec-23,Strata,303,"24,176",99 yrs lease commencing from 1977,09,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"874,666",236.81,"3,694",Dec-23,Strata,22,"39,758",99 yrs lease commencing from 1977,09,01 to 05
THOMSON V ONE,SIN MING ROAD,Retail,"980,000",538.2,"1,821",Dec-23,Strata,50,"19,600",99 yrs lease commencing from 2001,20,01 to 05
BALESTIER PLAZA,BALESTIER ROAD,Retail,"685,000",226.04,"3,030",Dec-23,Strata,21,"32,619",Freehold,12,01 to 05
JALAN BESAR PLAZA,KITCHENER ROAD,Retail,"665,000",312.16,"2,130",Dec-23,Strata,29,"22,931",Freehold,08,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"4,750,000",473.62,"10,029",Dec-23,Strata,44,"107,955",Freehold,09,01 to 05
NEWEST,WEST COAST DRIVE,Retail,"2,072,500",828.83,"2,501",Dec-23,Strata,77,"26,916",956 yrs lease commencing from 1928,05,01 to 05
NEWEST,WEST COAST DRIVE,Retail,"1,695,000",678.13,"2,500",Dec-23,Strata,63,"26,905",956 yrs lease commencing from 1928,05,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,765,000",548.96,"3,215",Dec-23,Strata,51,"34,608",99 yrs lease commencing from 2014,07,01 to 05
THE BENCOOLEN,BENCOOLEN STREET,Retail,"660,000",139.93,"4,717",Dec-23,Strata,13,"50,769",99 yrs lease commencing from 1995,07,01 to 05
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,"680,000",344.45,"1,974",Dec-23,Strata,32,"21,250",Freehold,05,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,"958,000",290.63,"3,296",Dec-23,Strata,27,"35,481",99 yrs lease commencing from 1997,07,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"530,000",139.93,"3,788",Dec-23,Strata,13,"40,769",999 yrs lease commencing from 1883,21,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"5,900,000","1,087.16","5,427",Dec-23,Strata,101,"58,416",99 yrs lease commencing from 2013,22,01 to 05
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"1,180,000",398.27,"2,963",Dec-23,Strata,37,"31,892",Freehold,15,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,280,000",312.16,"4,101",Dec-23,Strata,29,"44,138",Freehold,09,01 to 05
CITY GATE,BEACH ROAD,Retail,"1,150,000",430.56,"2,671",Dec-23,Strata,40,"28,750",99 yrs lease commencing from 2014,07,B1 to B5
SQUARE 2,SINARAN DRIVE,Retail,"2,893,800",688.9,"4,201",Dec-23,Strata,64,"45,216",99 yrs lease commencing from 2002,11,06 to 10
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,200,000",355.21,"3,378",Dec-23,Strata,33,"36,364",999 yrs lease commencing from 1827,07,01 to 05
NEWEST,WEST COAST DRIVE,Retail,"1,450,000",635.08,"2,283",Dec-23,Strata,59,"24,576",956 yrs lease commencing from 1928,05,01 to 05
28 RC SUITES,RACE COURSE LANE,Retail,"1,828,000",365.98,"4,995",Dec-23,Strata,34,"53,765",Freehold,08,01 to 05
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,"280,000",139.93,"2,001",Dec-23,Strata,13,"21,538",Freehold,05,B1 to B5
SOUTHBANK,NORTH BRIDGE ROAD,Retail,"510,000",172.22,"2,961",Dec-23,Strata,16,"31,875",99 yrs lease commencing from 2006,07,01 to 05
OXLEY TOWER,ROBINSON ROAD,Retail,"11,000,000","3,024.68","3,637",Nov-23,Strata,281,"39,146",Freehold,01,16 to 20
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"608,000",236.81,"2,567",Nov-23,Strata,22,"27,636",Freehold,19,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"1,860,000",688.9,"2,700",Nov-23,Strata,64,"29,063",Freehold,14,01 to 05
KATONG PLAZA,BROOKE ROAD,Retail,"480,000",129.17,"3,716",Nov-23,Strata,12,"40,000",9999 yrs lease commencing from 1980,15,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"7,200,000","3,326.08","2,165",Nov-23,Strata,309,"23,301",Freehold,15,01 to 05
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Retail,"508,888",387.5,"1,313",Nov-23,Strata,36,"14,136",99 yrs lease commencing from 1948,09,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,745,000",548.96,"5,000",Nov-23,Strata,51,"53,824",99 yrs lease commencing from 2013,12,01 to 05
VISIONCREST,PENANG ROAD,Retail,"450,383",161.46,"2,789",Nov-23,Strata,15,"30,026",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Retail,"1,454,362",419.8,"3,464",Nov-23,Strata,39,"37,291",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Retail,"1,135,341",344.45,"3,296",Nov-23,Strata,32,"35,479",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Retail,"1,135,341",344.45,"3,296",Nov-23,Strata,32,"35,479",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Retail,"919,532",279.86,"3,286",Nov-23,Strata,26,"35,367",Freehold,09,01 to 05
VISIONCREST,PENANG ROAD,Retail,"8,972,311","3,509.06","2,557",Nov-23,Strata,326,"27,522",Freehold,09,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,500,000",538.2,"2,787",Nov-23,Strata,50,"30,000",Freehold,15,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,500,000",538.2,"2,787",Nov-23,Strata,50,"30,000",Freehold,15,01 to 05
MAYSPRINGS,PETIR ROAD,Retail,"550,000",344.45,"1,597",Nov-23,Strata,32,"17,188",99 yrs lease commencing from 1994,23,01 to 05
HAVELOCK2,HAVELOCK ROAD,Retail,"1,932,480","1,097.93","1,760",Nov-23,Strata,102,"18,946",99 yrs lease commencing from 1983,01,01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"920,000",279.86,"3,287",Nov-23,Strata,26,"35,385",99 yrs lease commencing from 2013,27,01 to 05
THE WATERSIDE,TANJONG RHU ROAD,Retail,"1,545,500",344.45,"4,487",Nov-23,Strata,32,"48,297",Freehold,15,01 to 05
CAMELODGE,UPPER EAST COAST ROAD,Retail,"3,300,000","1,140.98","2,892",Nov-23,Strata,106,"31,132",Freehold,15,-
ROCCA BALESTIER,BALESTIER ROAD,Retail,"2,680,000","2,992.39",896,Nov-23,Strata,278,"9,640",Freehold,12,01 to 05
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"820,000",312.16,"2,627",Nov-23,Strata,29,"28,276",Freehold,15,01 to 05
ICON@CHANGI,CHANGI ROAD,Retail,"315,000",139.93,"2,251",Nov-23,Strata,13,"24,231",Freehold,14,B1 to B5
CITY PLAZA,GEYLANG ROAD,Retail,"850,000",226.04,"3,760",Oct-23,Strata,21,"40,476",Freehold,14,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"839,000",258.34,"3,248",Oct-23,Strata,24,"34,958",Freehold,09,01 to 05
MAYSPRINGS,PETIR ROAD,Retail,"700,000",538.2,"1,301",Oct-23,Strata,50,"14,000",99 yrs lease commencing from 1994,23,01 to 05
N.A.,YIO CHU KANG ROAD,Retail,"7,000,000","3,478.92","2,012",Oct-23,Land,323.2,"21,658",Freehold,19,-
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,"340,000",172.22,"1,974",Oct-23,Strata,16,"21,250",Freehold,05,B1 to B5
PLUS,CECIL STREET,Retail,"2,932,800",624.31,"4,698",Oct-23,Strata,58,"50,566",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Retail,"1,974,000",419.8,"4,702",Oct-23,Strata,39,"50,615",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Retail,"3,075,943",624.31,"4,927",Oct-23,Strata,58,"53,034",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Retail,"2,809,756",570.49,"4,925",Oct-23,Strata,53,"53,014",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Retail,"3,075,943",624.31,"4,927",Oct-23,Strata,58,"53,034",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Retail,"2,528,600",538.2,"4,698",Oct-23,Strata,50,"50,572",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Retail,"4,855,100","1,033.34","4,698",Oct-23,Strata,96,"50,574",99 yrs lease commencing from 1989,01,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,750,000",548.96,"3,188",Oct-23,Strata,51,"34,314",99 yrs lease commencing from 1983,07,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"1,330,000",893.41,"1,489",Oct-23,Strata,83,"16,024",99 yrs lease commencing from 1978,07,01 to 05
KAP,KING ALBERT PARK,Retail,"1,180,000",344.45,"3,426",Oct-23,Strata,32,"36,875",Freehold,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"500,800",204.52,"2,449",Oct-23,Strata,19,"26,358",999 yrs lease commencing from 1883,21,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"1,080,000",570.49,"1,893",Oct-23,Strata,53,"20,377",Freehold,19,01 to 05
CUPPAGE PLAZA,KOEK ROAD,Retail,"3,600,000","1,496.2","2,406",Oct-23,Strata,139,"25,899",99 yrs lease commencing from 1979,09,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"185,000",86.11,"2,148",Oct-23,Strata,8,"23,125",99 yrs lease commencing from 1978,07,06 to 10
BALMORAL PLAZA,BUKIT TIMAH ROAD,Retail,"2,200,000",667.37,"3,297",Oct-23,Strata,62,"35,484",Freehold,10,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"1,540,000",581.26,"2,649",Oct-23,Strata,54,"28,519",63 yrs lease commencing from 2012,12,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,300,000",430.56,"3,019",Oct-23,Strata,40,"32,500",999 yrs lease commencing from 1828,06,B1 to B5
ORCHARD TOWERS,ORCHARD ROAD,Retail,"2,850,000",581.26,"4,903",Oct-23,Strata,54,"52,778",Freehold,09,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"1,150,000",376.74,"3,053",Oct-23,Strata,35,"32,857",Freehold,03,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"3,930,000",785.77,"5,001",Oct-23,Strata,73,"53,836",99 yrs lease commencing from 2013,12,01 to 05
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,"360,000",161.46,"2,230",Oct-23,Strata,15,"24,000",Freehold,05,01 to 05
N.A.,CHANGI ROAD,Retail,"6,200,000","3,207.67","1,933",Oct-23,Strata,298,"20,805",Freehold,14,-
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Retail,"652,000",409.03,"1,594",Oct-23,Strata,38,"17,158",99 yrs lease commencing from 1948,09,01 to 05
THE MIDTOWN,UPPER SERANGOON ROAD,Retail,"1,800,000",764.24,"2,355",Oct-23,Strata,71,"25,352",99 yrs lease commencing from 2013,19,01 to 05
HIGHLAND CENTRE,YIO CHU KANG ROAD,Retail,"430,000",247.57,"1,737",Oct-23,Strata,23,"18,696",Freehold,19,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"950,000",452.09,"2,101",Oct-23,Strata,42,"22,619",99 yrs lease commencing from 1974,07,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,180,000",344.45,"3,426",Oct-23,Strata,32,"36,875",999 yrs lease commencing from 1829,06,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"500,000",129.17,"3,871",Oct-23,Strata,12,"41,667",Freehold,19,B1 to B5
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,260,452",452.09,"5,000",Oct-23,Strata,42,"53,820",99 yrs lease commencing from 2013,12,01 to 05
GOLDHILL SHOPPING CENTRE,THOMSON ROAD,Retail,"5,380,000","1,087.16","4,949",Oct-23,Strata,101,"53,267",999 yrs lease commencing from 1970,11,-
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"2,450,000","1,506.96","1,626",Oct-23,Strata,140,"17,500",Freehold,19,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Retail,"1,100,000",398.27,"2,762",Oct-23,Strata,37,"29,730",99 yrs lease commencing from 1970,02,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,430,000",312.16,"4,581",Oct-23,Strata,29,"49,310",Freehold,09,01 to 05
THOMSON V ONE,SIN MING ROAD,Retail,"2,200,000","1,776.06","1,239",Oct-23,Strata,165,"13,333",99 yrs lease commencing from 2001,20,B1 to B5
N.A.,RACE COURSE ROAD,Retail,"3,000,000","1,022.58","2,934",Sep-23,Strata,95,"31,579",Freehold,08,-
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"700,000",236.81,"2,956",Sep-23,Strata,22,"31,818",Freehold,19,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"920,888",193.75,"4,753",Sep-23,Strata,18,"51,160",99 yrs lease commencing from 1983,07,06 to 10
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"2,060,600",430.56,"4,786",Sep-23,Strata,40,"51,515",99 yrs lease commencing from 1983,07,06 to 10
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,568,888",355.21,"4,417",Sep-23,Strata,33,"47,542",99 yrs lease commencing from 1983,07,06 to 10
SINGAPORE SHOPPING CENTRE,CLEMENCEAU AVENUE,Retail,"652,000",409.03,"1,594",Sep-23,Strata,38,"17,158",99 yrs lease commencing from 1948,09,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"875,000",312.16,"2,803",Sep-23,Strata,29,"30,172",Freehold,14,01 to 05
THE CENTREPOINT,ORCHARD ROAD,Retail,"6,200,000","1,851.41","3,349",Sep-23,Strata,172,"36,047",99 yrs lease commencing from 1979,09,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,292,000",182.99,"7,061",Sep-23,Strata,17,"76,000",Freehold,09,01 to 05
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,"512,200",258.34,"1,983",Sep-23,Strata,24,"21,342",Freehold,05,01 to 05
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"2,100,000",430.56,"4,877",Sep-23,Strata,40,"52,500",99 yrs lease commencing from 2013,12,01 to 05
CONCORDE HOTEL AND SHOPPING MALL,ORCHARD ROAD,Retail,"663,000",236.81,"2,800",Sep-23,Strata,22,"30,136",99 yrs lease commencing from 1979,09,01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"950,000",290.63,"3,269",Sep-23,Strata,27,"35,185",9999 yrs lease commencing from 1980,15,01 to 05
RV POINT,RIVER VALLEY ROAD,Retail,"438,000",161.46,"2,713",Sep-23,Strata,15,"29,200",999 yrs lease commencing from 1841,09,B1 to B5
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"573,000",204.52,"2,802",Sep-23,Strata,19,"30,158",Freehold,16,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"505,000",193.75,"2,606",Sep-23,Strata,18,"28,056",99 yrs lease commencing from 1977,09,01 to 05
WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Retail,"390,000",279.86,"1,394",Sep-23,Strata,26,"15,000",99 yrs lease commencing from 1997,25,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"660,000",355.21,"1,858",Sep-23,Strata,33,"20,000",99 yrs lease commencing from 1981,07,01 to 05
N.A.,TAMPINES AVENUE,Retail,"1,170,000","1,937.52",604,Sep-23,Strata,180,"6,500",99 yrs lease commencing from 1953,18,-
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"355,000",64.58,"5,497",Sep-23,Strata,6,"59,167",Freehold,21,01 to 05
THE FLOW MALL,EAST COAST ROAD,Retail,"1,750,000",775.01,"2,258",Aug-23,Strata,72,"24,306",Freehold,15,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"555,555",226.04,"2,458",Aug-23,Strata,21,"26,455",Freehold,16,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"6,821,625","1,819.12","3,750",Aug-23,Strata,169,"40,365",99 yrs lease commencing from 2002,11,11 to 15
